id,hid,time,time_offset,time_adjusted,timezone,location_timestamp,latitude,longitude,location_accuracy,location_provider,JSON data object
4781,"a3d364f6-b3e6-11e1-b93d-0050563cb333",1338877320220,-25200000,1338852120220,"America/Los_Angeles","2012-06-05T09:21:52.962+03:00",32.0847825,34.786741,72,"WiFiGPSLocation:Network","{\"mode\":\"still\",\"speed\":0.0,\"accel_data\":[{\"x\":1.2268487215042114,\"y\":8.929231643676758,\"z\":3.294948101043701},{\"x\":1.3418097496032715,\"y\":8.929231643676758,\"z\":3.294948101043701},{\"x\":1.3418097496032715,\"y\":8.890911102294922,\"z\":3.333268404006958},{\"x\":1.2651690244674683,\"y\":8.852590560913086,\"z\":3.333268404006958},{\"x\":1.3418097496032715,\"y\":8.852590560913086,\"z\":3.294948101043701},{\"x\":1.3418097496032715,\"y\":8.852590560913086,\"z\":3.371588706970215},{\"x\":1.1885284185409546,\"y\":8.929231643676758,\"z\":3.294948101043701},{\"x\":1.3418097496032715,\"y\":8.852590560913086,\"z\":3.371588706970215},{\"x\":1.3418097496032715,\"y\":8.890911102294922,\"z\":3.294948101043701},{\"x\":1.3418097496032715,\"y\":8.814270973205566,\"z\":3.333268404006958},{\"x\":1.3418097496032715,\"y\":8.852590560913086,\"z\":3.2566277980804443},{\"x\":1.2651690244674683,\"y\":8.77595043182373,\"z\":3.294948101043701},{\"x\":1.303489327430725,\"y\":8.852590560913086,\"z\":3.333268404006958},{\"x\":1.3418097496032715,\"y\":8.890911102294922,\"z\":3.333268404006958},{\"x\":1.303489327430725,\"y\":8.929231643676758,\"z\":3.333268404006958},{\"x\":1.2651690244674683,\"y\":8.77595043182373,\"z\":3.4099090099334717},{\"x\":1.3801300525665283,\"y\":8.890911102294922,\"z\":3.294948101043701},{\"x\":1.1885284185409546,\"y\":8.814270973205566,\"z\":3.371588706970215},{\"x\":1.2651690244674683,\"y\":8.814270973205566,\"z\":3.294948101043701},{\"x\":1.4184503555297852,\"y\":8.890911102294922,\"z\":3.294948101043701},{\"x\":1.3418097496032715,\"y\":8.967552185058594,\"z\":3.333268404006958},{\"x\":1.303489327430725,\"y\":8.890911102294922,\"z\":3.2183074951171875},{\"x\":1.3418097496032715,\"y\":8.890911102294922,\"z\":3.2566277980804443},{\"x\":1.2268487215042114,\"y\":8.929231643676758,\"z\":3.2183074951171875},{\"x\":1.3418097496032715,\"y\":8.929231643676758,\"z\":3.294948101043701},{\"x\":1.3801300525665283,\"y\":8.890911102294922,\"z\":3.2183074951171875},{\"x\":1.3801300525665283,\"y\":8.852590560913086,\"z\":3.294948101043701},{\"x\":1.1502081155776978,\"y\":8.890911102294922,\"z\":3.2566277980804443},{\"x\":1.3418097496032715,\"y\":8.967552185058594,\"z\":3.2566277980804443},{\"x\":1.303489327430725,\"y\":8.852590560913086,\"z\":3.2566277980804443},{\"x\":1.2651690244674683,\"y\":8.929231643676758,\"z\":3.333268404006958},{\"x\":1.303489327430725,\"y\":8.814270973205566,\"z\":3.4099090099334717},{\"x\":1.3418097496032715,\"y\":8.890911102294922,\"z\":3.333268404006958},{\"x\":1.3801300525665283,\"y\":8.967552185058594,\"z\":3.4482293128967285},{\"x\":1.3418097496032715,\"y\":8.814270973205566,\"z\":3.2566277980804443},{\"x\":1.3418097496032715,\"y\":8.890911102294922,\"z\":3.333268404006958},{\"x\":1.2651690244674683,\"y\":8.852590560913086,\"z\":3.4099090099334717},{\"x\":1.3418097496032715,\"y\":8.890911102294922,\"z\":3.294948101043701},{\"x\":1.2651690244674683,\"y\":8.852590560913086,\"z\":3.294948101043701},{\"x\":1.303489327430725,\"y\":8.890911102294922,\"z\":3.294948101043701},{\"x\":1.2651690244674683,\"y\":8.929231643676758,\"z\":3.294948101043701},{\"x\":1.2651690244674683,\"y\":8.929231643676758,\"z\":3.2566277980804443},{\"x\":1.2651690244674683,\"y\":8.814270973205566,\"z\":3.371588706970215},{\"x\":1.2268487215042114,\"y\":8.890911102294922,\"z\":3.333268404006958},{\"x\":1.2268487215042114,\"y\":8.890911102294922,\"z\":3.1799871921539307},{\"x\":1.303489327430725,\"y\":8.890911102294922,\"z\":3.294948101043701},{\"x\":1.303489327430725,\"y\":8.967552185058594,\"z\":3.4099090099334717},{\"x\":1.2268487215042114,\"y\":8.929231643676758,\"z\":3.371588706970215},{\"x\":1.3418097496032715,\"y\":8.929231643676758,\"z\":3.371588706970215},{\"x\":1.2651690244674683,\"y\":8.852590560913086,\"z\":3.4099090099334717},{\"x\":1.303489327430725,\"y\":8.967552185058594,\"z\":3.371588706970215},{\"x\":1.3801300525665283,\"y\":8.77595043182373,\"z\":3.333268404006958},{\"x\":1.2651690244674683,\"y\":8.929231643676758,\"z\":3.371588706970215},{\"x\":1.303489327430725,\"y\":8.890911102294922,\"z\":3.294948101043701},{\"x\":1.1502081155776978,\"y\":8.967552185058594,\"z\":3.4099090099334717},{\"x\":1.2268487215042114,\"y\":8.967552185058594,\"z\":3.333268404006958},{\"x\":1.2268487215042114,\"y\":8.814270973205566,\"z\":3.294948101043701},{\"x\":1.1885284185409546,\"y\":8.890911102294922,\"z\":3.141666889190674},{\"x\":1.2268487215042114,\"y\":8.890911102294922,\"z\":3.371588706970215},{\"x\":1.303489327430725,\"y\":8.967552185058594,\"z\":3.294948101043701},{\"x\":1.3418097496032715,\"y\":8.929231643676758,\"z\":3.1799871921539307},{\"x\":1.2651690244674683,\"y\":8.967552185058594,\"z\":3.333268404006958},{\"x\":1.3801300525665283,\"y\":8.890911102294922,\"z\":3.2566277980804443}],\"wifi_data\":{\"time\":1338877312896,\"timezone\":\"Asia/Jerusalem\",\"scan\":[{\"ssid\":\"d8:c7:c8:ce:67:d0\",\"strength\":-100.0},{\"ssid\":\"d8:c7:c8:ce:42:30\",\"strength\":-91.0},{\"ssid\":\"c4:3d:c7:6e:2d:50\",\"strength\":-90.0}]}}"
