"id","uid","time","time_offset","time_adjusted","timezone","location_timestamp","latitude","longitude","location_accuracy","location_provider","JSON data object"
"1551195","793ff744-f3ac-4426-91f6-b47bd3dbd8d4","1325783700757","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{""accel_data"":[{""z"":8.771504402160645,""y"":4.058863639831543,""x"":0.0272406954318285},{""z"":8.68978214263916,""y"":4.2086873054504395,""x"":0},{""z"":8.798744201660156,""y"":4.126965522766113,""x"":0.108962781727314},{""z"":8.771504402160645,""y"":4.058863639831543,""x"":0.06810174137353897},{""z"":8.730643272399902,""y"":4.167826175689697,""x"":0.108962781727314},{""z"":8.730643272399902,""y"":4.086104393005371,""x"":0.108962781727314},{""z"":8.771504402160645,""y"":4.058863639831543,""x"":0.108962781727314},{""z"":8.771504402160645,""y"":4.126965522766113,""x"":0.06810174137353897},{""z"":8.730643272399902,""y"":4.086104393005371,""x"":0.14982382953166962},{""z"":8.68978214263916,""y"":3.9362804889678955,""x"":-0.06810174137353897},{""z"":8.580819129943848,""y"":4.058863639831543,""x"":0.14982382953166962},{""z"":8.648921012878418,""y"":4.086104393005371,""x"":0.0272406954318285},{""z"":8.68978214263916,""y"":4.086104393005371,""x"":0.06810174137353897},{""z"":8.730643272399902,""y"":4.086104393005371,""x"":0.108962781727314},{""z"":8.730643272399902,""y"":4.018002510070801,""x"":0.0272406954318285},{""z"":8.68978214263916,""y"":4.2086873054504395,""x"":0.06810174137353897},{""z"":8.730643272399902,""y"":4.167826175689697,""x"":0.108962781727314},{""z"":8.798744201660156,""y"":4.058863639831543,""x"":0.0272406954318285},{""z"":8.771504402160645,""y"":4.086104393005371,""x"":0.0272406954318285},{""z"":8.730643272399902,""y"":4.126965522766113,""x"":0.0272406954318285},{""z"":8.798744201660156,""y"":4.086104393005371,""x"":0.14982382953166962},{""z"":8.771504402160645,""y"":4.167826175689697,""x"":0.0272406954318285},{""z"":8.798744201660156,""y"":4.086104393005371,""x"":0.19068486988544464},{""z"":8.798744201660156,""y"":4.018002510070801,""x"":0.108962781727314},{""z"":8.68978214263916,""y"":4.167826175689697,""x"":0.06810174137353897},{""z"":8.730643272399902,""y"":4.167826175689697,""x"":0.0272406954318285},{""z"":8.68978214263916,""y"":4.058863639831543,""x"":0.0272406954318285},{""z"":8.68978214263916,""y"":3.9771416187286377,""x"":0.108962781727314},{""z"":8.730643272399902,""y"":4.086104393005371,""x"":0.108962781727314},{""z"":8.648921012878418,""y"":4.126965522766113,""x"":0.14982382953166962},{""z"":8.771504402160645,""y"":4.126965522766113,""x"":0.19068486988544464},{""z"":8.648921012878418,""y"":4.126965522766113,""x"":0.14982382953166962},{""z"":8.648921012878418,""y"":4.2086873054504395,""x"":0.108962781727314},{""z"":8.798744201660156,""y"":4.018002510070801,""x"":0.108962781727314},{""z"":8.68978214263916,""y"":4.2086873054504395,""x"":0}],""speed"":0,""wifi_data"":{""timezone"":""NULL"",""time"":1325783628000,""scan"":[{""strength"":-91,""ssid"":""b9ae21d4-3ed0-4c96-8675-8430f53b8f91""},{""strength"":-87,""ssid"":""85e123c2-3ca8-40e9-8d53-acb6cc166241""},{""strength"":-68,""ssid"":""536ac4c2-45b9-4c5c-a3fb-fd287d7d8c59""},{""strength"":-69,""ssid"":""7272410b-8d65-4e87-ae07-9ef392c0d6ce""},{""strength"":-94,""ssid"":""490fbdf4-ba29-4f45-abc3-4704cb083031""},{""strength"":-93,""ssid"":""7a18c6eb-4e3f-46e2-a9e6-419e1af3068d""},{""strength"":-95,""ssid"":""bc786ece-bb22-4bf3-b272-b51c21e7c617""},{""strength"":-99,""ssid"":""2ff27647-4c30-4778-b69e-b37f7071ea43""},{""strength"":-87,""ssid"":""875ee2af-dd66-4559-8cea-712095c91a85""},{""strength"":-77,""ssid"":""3d370319-eb6a-4aad-9b46-c9be026d81cd""},{""strength"":-84,""ssid"":""93dec834-31bd-4279-8036-1d23db09d0dd""},{""strength"":-81,""ssid"":""59140d9e-e8b5-422a-b4ff-d88b02a93b07""},{""strength"":-90,""ssid"":""9e80acb0-2867-4d47-9393-ed2427abcf25""}]},""mode"":""still""}"
